,Platform,Year,Global_Sales
10802,X360,2007-01-01,0.1
10332,PSP,2007-01-01,0.11
10328,DS,2007-01-01,0.11
10321,X360,2007-01-01,0.11
10319,PS2,2007-01-01,0.11
10816,PC,2007-01-01,0.1
10776,DS,2007-01-01,0.1
2944,PSP,2007-01-01,0.69
4488,PSP,2007-01-01,0.44
712,Wii,2007-01-01,2.26
355,DS,2007-01-01,3.61
802,Wii,2007-01-01,2.08
11734,DS,2007-01-01,0.07
4889,Wii,2007-01-01,0.39
9342,X360,2007-01-01,0.13
14940,PC,2007-01-01,0.02
3090,DS,2007-01-01,0.66
15735,DS,2007-01-01,0.02
3089,PSP,2007-01-01,0.66
813,X360,2007-01-01,2.06
3075,DS,2007-01-01,0.66
14932,PS2,2007-01-01,0.02
348,PS2,2007-01-01,3.63
821,PS3,2007-01-01,2.05
11787,PS3,2007-01-01,0.07
3057,PS2,2007-01-01,0.66
3055,PS2,2007-01-01,0.66
14916,DS,2007-01-01,0.02
828,X360,2007-01-01,2.05
15752,PS2,2007-01-01,0.02
11805,DS,2007-01-01,0.07
4955,Wii,2007-01-01,0.39
3045,DS,2007-01-01,0.67
9269,DS,2007-01-01,0.14
9267,X360,2007-01-01,0.14
4883,PS2,2007-01-01,0.39
4879,PS2,2007-01-01,0.39
9375,DS,2007-01-01,0.13
9379,PS2,2007-01-01,0.13
3165,PS3,2007-01-01,0.64
11653,GC,2007-01-01,0.08
11657,DS,2007-01-01,0.08
9434,DS,2007-01-01,0.13
3152,X360,2007-01-01,0.64
4835,PS2,2007-01-01,0.4
14965,PSP,2007-01-01,0.02
4838,PS2,2007-01-01,0.4
3138,PSP,2007-01-01,0.64
15698,PS2,2007-01-01,0.02
4849,DS,2007-01-01,0.4
11680,PSP,2007-01-01,0.08
14905,DS,2007-01-01,0.03
14962,PC,2007-01-01,0.02
15704,GBA,2007-01-01,0.02
4853,X360,2007-01-01,0.4
9401,X360,2007-01-01,0.13
3126,PSP,2007-01-01,0.65
11695,DS,2007-01-01,0.08
11696,PS2,2007-01-01,0.08
4871,DS,2007-01-01,0.4
3123,PSP,2007-01-01,0.65
15712,PS2,2007-01-01,0.02
3121,PS2,2007-01-01,0.65
3117,PS2,2007-01-01,0.65
14951,PSP,2007-01-01,0.02
3133,DS,2007-01-01,0.64
3029,PSP,2007-01-01,0.67
4965,PS2,2007-01-01,0.39
9249,DS,2007-01-01,0.14
844,DS,2007-01-01,2.01
9172,DS,2007-01-01,0.14
2995,DS,2007-01-01,0.68
5046,PS2,2007-01-01,0.38
11913,PS2,2007-01-01,0.07
5049,PSP,2007-01-01,0.38
11914,PS2,2007-01-01,0.07
320,Wii,2007-01-01,3.82
316,DS,2007-01-01,3.84
2986,PSP,2007-01-01,0.68
9150,PSP,2007-01-01,0.14
11922,DS,2007-01-01,0.07
5011,PS3,2007-01-01,0.38
2980,PS3,2007-01-01,0.68
9135,DS,2007-01-01,0.14
15805,DS,2007-01-01,0.02
9132,X360,2007-01-01,0.14
15806,PS2,2007-01-01,0.02
2966,X360,2007-01-01,0.69
11952,Wii,2007-01-01,0.07
9118,DS,2007-01-01,0.14
9117,DS,2007-01-01,0.14
11956,Wii,2007-01-01,0.07
9114,DS,2007-01-01,0.14
2946,X360,2007-01-01,0.69
11969,DS,2007-01-01,0.07
11935,X360,2007-01-01,0.07
9449,PS3,2007-01-01,0.13
326,PSP,2007-01-01,3.77
11887,DS,2007-01-01,0.07
14901,Wii,2007-01-01,0.03
337,DS,2007-01-01,3.69
14899,DS,2007-01-01,0.03
4974,DS,2007-01-01,0.38
11851,PS2,2007-01-01,0.07
11852,DS,2007-01-01,0.07
11853,DS,2007-01-01,0.07
11854,PS2,2007-01-01,0.07
4989,PS2,2007-01-01,0.38
9222,PSP,2007-01-01,0.14
4992,PS2,2007-01-01,0.38
9219,PSP,2007-01-01,0.14
11890,DS,2007-01-01,0.07
15772,PSP,2007-01-01,0.02
14890,PS2,2007-01-01,0.03
15773,PS2,2007-01-01,0.02
3012,PS3,2007-01-01,0.67
15776,DS,2007-01-01,0.02
9209,Wii,2007-01-01,0.14
3008,DS,2007-01-01,0.67
329,Wii,2007-01-01,3.76
3007,PS3,2007-01-01,0.67
15781,PC,2007-01-01,0.02
5003,DS,2007-01-01,0.38
15782,Wii,2007-01-01,0.02
5008,PS3,2007-01-01,0.38
9214,PS3,2007-01-01,0.14
11643,X360,2007-01-01,0.08
4817,Wii,2007-01-01,0.4
3176,PS3,2007-01-01,0.64
15067,PS2,2007-01-01,0.02
11371,DS,2007-01-01,0.08
9750,PSP,2007-01-01,0.12
9745,DS,2007-01-01,0.12
15597,DS,2007-01-01,0.02
4590,Wii,2007-01-01,0.42
4591,PSP,2007-01-01,0.42
735,X360,2007-01-01,2.2
445,PS3,2007-01-01,3.12
4604,PS2,2007-01-01,0.42
9723,PS2,2007-01-01,0.12
4606,Wii,2007-01-01,0.42
15594,Wii,2007-01-01,0.02
15058,PS2,2007-01-01,0.02
4615,DS,2007-01-01,0.42
3342,DS,2007-01-01,0.6
11402,DS,2007-01-01,0.08
11404,Wii,2007-01-01,0.08
440,PS2,2007-01-01,3.14
11406,PSP,2007-01-01,0.08
4640,PS2,2007-01-01,0.42
3327,X360,2007-01-01,0.61
9685,Wii,2007-01-01,0.12
9684,DS,2007-01-01,0.12
11420,DS,2007-01-01,0.08
15054,DS,2007-01-01,0.02
3343,PS2,2007-01-01,0.6
9678,PSP,2007-01-01,0.12
4573,PS2,2007-01-01,0.42
3377,PS2,2007-01-01,0.6
11253,XB,2007-01-01,0.08
15558,DS,2007-01-01,0.02
11276,X360,2007-01-01,0.08
11277,PS2,2007-01-01,0.08
3439,Wii,2007-01-01,0.58
4530,X360,2007-01-01,0.43
9835,PSP,2007-01-01,0.12
9834,DS,2007-01-01,0.12
3427,PSP,2007-01-01,0.59
15094,PC,2007-01-01,0.02
9823,DS,2007-01-01,0.12
15576,PS2,2007-01-01,0.02
11357,DS,2007-01-01,0.08
4544,PS3,2007-01-01,0.43
9803,DS,2007-01-01,0.12
15584,PS2,2007-01-01,0.02
15085,PS2,2007-01-01,0.02
3411,Wii,2007-01-01,0.59
4558,Wii,2007-01-01,0.43
9791,DS,2007-01-01,0.12
3409,DS,2007-01-01,0.59
15587,DS,2007-01-01,0.02
15083,Wii,2007-01-01,0.02
9773,DS,2007-01-01,0.12
4564,PSP,2007-01-01,0.43
15591,PSP,2007-01-01,0.02
15091,PS2,2007-01-01,0.02
710,PS3,2007-01-01,2.26
4653,Wii,2007-01-01,0.42
15620,PS2,2007-01-01,0.02
11558,PS2,2007-01-01,0.08
11559,PSP,2007-01-01,0.08
9542,DS,2007-01-01,0.13
9537,PS2,2007-01-01,0.13
9535,X360,2007-01-01,0.13
11562,PS2,2007-01-01,0.08
9529,DS,2007-01-01,0.13
15000,PSP,2007-01-01,0.02
11587,PSP,2007-01-01,0.08
3208,Wii,2007-01-01,0.63
11593,PS3,2007-01-01,0.08
11595,PSP,2007-01-01,0.08
3223,PS2,2007-01-01,0.63
9497,DS,2007-01-01,0.13
4783,X360,2007-01-01,0.4
11614,Wii,2007-01-01,0.08
4787,X360,2007-01-01,0.4
4789,PS3,2007-01-01,0.4
14986,DS,2007-01-01,0.02
9478,DS,2007-01-01,0.13
15677,DS,2007-01-01,0.02
3189,X360,2007-01-01,0.63
15682,DS,2007-01-01,0.02
9459,Wii,2007-01-01,0.13
11636,PS2,2007-01-01,0.08
3178,Wii,2007-01-01,0.64
15670,DS,2007-01-01,0.02
15619,PS2,2007-01-01,0.02
761,PSP,2007-01-01,2.14
4733,PS2,2007-01-01,0.41
3313,DS,2007-01-01,0.61
11442,X360,2007-01-01,0.08
9657,DS,2007-01-01,0.13
4664,PS2,2007-01-01,0.42
9655,Wii,2007-01-01,0.13
4668,PSP,2007-01-01,0.42
739,DS,2007-01-01,2.2
4673,X360,2007-01-01,0.41
11451,DS,2007-01-01,0.08
3302,DS,2007-01-01,0.61
4688,PS2,2007-01-01,0.41
4689,PC,2007-01-01,0.41
9564,PS2,2007-01-01,0.13
4690,PS3,2007-01-01,0.41
9613,DS,2007-01-01,0.13
15636,Wii,2007-01-01,0.02
424,PSP,2007-01-01,3.19
4706,DS,2007-01-01,0.41
3264,Wii,2007-01-01,0.62
11506,X360,2007-01-01,0.08
4710,PSP,2007-01-01,0.41
15028,DS,2007-01-01,0.02
15020,DS,2007-01-01,0.02
11532,X360,2007-01-01,0.08
9572,DS,2007-01-01,0.13
15014,PC,2007-01-01,0.02
9625,PS2,2007-01-01,0.13
15751,DS,2007-01-01,0.02
3977,X360,2007-01-01,0.5
16225,PS2,2007-01-01,0.01
13895,PSP,2007-01-01,0.04
7116,PS2,2007-01-01,0.23
7895,PS2,2007-01-01,0.19
16455,PS2,2007-01-01,0.01
1209,Wii,2007-01-01,1.54
6858,PS2,2007-01-01,0.24
1519,Wii,2007-01-01,1.3
6555,Wii,2007-01-01,0.26
13811,DS,2007-01-01,0.04
1332,DS,2007-01-01,1.44
2138,PS2,2007-01-01,0.97
13646,Wii,2007-01-01,0.04
7115,DS,2007-01-01,0.23
6430,DS,2007-01-01,0.27
7676,PSP,2007-01-01,0.2
6072,PS2,2007-01-01,0.29
13941,DS,2007-01-01,0.04
14209,PSP,2007-01-01,0.03
6564,PSP,2007-01-01,0.26
14037,PS2,2007-01-01,0.04
16321,DS,2007-01-01,0.01
6067,Wii,2007-01-01,0.29
7064,DS,2007-01-01,0.23
14269,DS,2007-01-01,0.03
1333,PS2,2007-01-01,1.44
13306,PC,2007-01-01,0.05
16318,PSP,2007-01-01,0.01
1480,DS,2007-01-01,1.33
13933,DS,2007-01-01,0.04
2128,PS3,2007-01-01,0.97
6967,DS,2007-01-01,0.23
7703,GBA,2007-01-01,0.2
1835,PS2,2007-01-01,1.11
7330,DS,2007-01-01,0.21
7702,X360,2007-01-01,0.2
16552,Wii,2007-01-01,0.01
7328,Wii,2007-01-01,0.21
13627,PSP,2007-01-01,0.04
6742,PS3,2007-01-01,0.25
13629,DS,2007-01-01,0.04
7461,X360,2007-01-01,0.21
6539,DS,2007-01-01,0.26
1987,X360,2007-01-01,1.05
6540,PS3,2007-01-01,0.26
6094,DS,2007-01-01,0.29
13118,PS2,2007-01-01,0.05
1331,DS,2007-01-01,1.45
13117,DS,2007-01-01,0.05
14346,PS2,2007-01-01,0.03
14018,PC,2007-01-01,0.04
1842,Wii,2007-01-01,1.11
14280,DS,2007-01-01,0.03
48,Wii,2007-01-01,11.52
16242,PC,2007-01-01,0.01
13291,PS2,2007-01-01,0.05
120,PS3,2007-01-01,6.72
6086,X360,2007-01-01,0.29
16227,Wii,2007-01-01,0.01
7705,X360,2007-01-01,0.2
16466,PS2,2007-01-01,0.01
14147,PS3,2007-01-01,0.03
13482,Wii,2007-01-01,0.04
6267,DS,2007-01-01,0.27
7941,Wii,2007-01-01,0.19
1465,PS3,2007-01-01,1.33
1249,PS2,2007-01-01,1.51
16396,DS,2007-01-01,0.01
13481,DS,2007-01-01,0.04
16538,DS,2007-01-01,0.01
7653,PS2,2007-01-01,0.2
16394,DS,2007-01-01,0.01
6610,PS3,2007-01-01,0.25
16213,PS2,2007-01-01,0.01
7275,DS,2007-01-01,0.22
85,Wii,2007-01-01,8.06
6732,X360,2007-01-01,0.25
13051,Wii,2007-01-01,0.05
1963,DS,2007-01-01,1.06
7945,DS,2007-01-01,0.19
1962,PS3,2007-01-01,1.06
7948,Wii,2007-01-01,0.19
13670,PS2,2007-01-01,0.04
6615,PSP,2007-01-01,0.25
16211,PS2,2007-01-01,0.01
13327,Wii,2007-01-01,0.05
6420,PS2,2007-01-01,0.27
13328,Wii,2007-01-01,0.05
14264,PC,2007-01-01,0.03
13801,DS,2007-01-01,0.04
14213,PS2,2007-01-01,0.03
13,Wii,2007-01-01,22.72
1980,DS,2007-01-01,1.05
7916,X360,2007-01-01,0.19
14039,PC,2007-01-01,0.04
1396,Wii,2007-01-01,1.39
13654,DS,2007-01-01,0.04
43,X360,2007-01-01,12.14
16398,GBA,2007-01-01,0.01
13082,DS,2007-01-01,0.05
6740,PS2,2007-01-01,0.25
13489,DS,2007-01-01,0.04
16221,PC,2007-01-01,0.01
6737,Wii,2007-01-01,0.25
7924,PS2,2007-01-01,0.19
6951,PS2,2007-01-01,0.24
14376,Wii,2007-01-01,0.03
7926,Wii,2007-01-01,0.19
14012,DS,2007-01-01,0.04
7664,X360,2007-01-01,0.2
6056,Wii,2007-01-01,0.29
1849,X360,2007-01-01,1.1
6262,PS2,2007-01-01,0.27
6586,PS2,2007-01-01,0.26
1338,X360,2007-01-01,1.44
16331,DS,2007-01-01,0.01
6263,DS,2007-01-01,0.27
14267,PC,2007-01-01,0.03
7936,DS,2007-01-01,0.19
14151,Wii,2007-01-01,0.03
1960,PS3,2007-01-01,1.06
7068,PS2,2007-01-01,0.23
1724,DS,2007-01-01,1.17
13182,PS2,2007-01-01,0.05
13533,Wii,2007-01-01,0.04
1769,PC,2007-01-01,1.15
2031,DS,2007-01-01,1.02
1764,PS3,2007-01-01,1.15
1390,DS,2007-01-01,1.39
6186,X360,2007-01-01,0.28
6502,DS,2007-01-01,0.26
7377,X360,2007-01-01,0.21
13240,PS2,2007-01-01,0.05
2028,X360,2007-01-01,1.02
6761,PSP,2007-01-01,0.25
13183,Wii,2007-01-01,0.05
6156,DS,2007-01-01,0.28
16415,PS2,2007-01-01,0.01
16265,PS2,2007-01-01,0.01
13177,DS,2007-01-01,0.05
2027,Wii,2007-01-01,1.02
2026,Wii,2007-01-01,1.02
14321,DS,2007-01-01,0.03
13175,X360,2007-01-01,0.05
6463,PS2,2007-01-01,0.26
1755,PSP,2007-01-01,1.16
13245,DS,2007-01-01,0.05
1220,DS,2007-01-01,1.53
6999,Wii,2007-01-01,0.23
6758,PS3,2007-01-01,0.25
14318,DS,2007-01-01,0.03
16269,DS,2007-01-01,0.01
6840,Wii,2007-01-01,0.24
6483,PS2,2007-01-01,0.26
6173,PS2,2007-01-01,0.28
13549,Wii,2007-01-01,0.04
1786,PS3,2007-01-01,1.14
14184,PS2,2007-01-01,0.03
13214,DS,2007-01-01,0.05
14075,DS,2007-01-01,0.04
16277,PS2,2007-01-01,0.01
14305,PSP,2007-01-01,0.03
13826,DS,2007-01-01,0.04
16273,PC,2007-01-01,0.01
6178,PSP,2007-01-01,0.28
16564,DS,2007-01-01,0.01
7089,PS2,2007-01-01,0.23
6182,DS,2007-01-01,0.28
14182,Wii,2007-01-01,0.03
6168,DS,2007-01-01,0.28
13563,PC,2007-01-01,0.04
7409,PSP,2007-01-01,0.21
13231,DS,2007-01-01,0.05
1573,DS,2007-01-01,1.26
6477,DS,2007-01-01,0.26
14180,PS2,2007-01-01,0.03
16419,PS2,2007-01-01,0.01
6469,DS,2007-01-01,0.26
6163,PS2,2007-01-01,0.28
2036,X360,2007-01-01,1.02
7428,X360,2007-01-01,0.21
14341,DS,2007-01-01,0.03
16287,PC,2007-01-01,0.01
14174,Wii,2007-01-01,0.03
7103,Wii,2007-01-01,0.23
7003,Wii,2007-01-01,0.23
1829,PC,2007-01-01,1.12
6116,DS,2007-01-01,0.28
6114,DS,2007-01-01,0.28
16254,PSP,2007-01-01,0.01
16253,Wii,2007-01-01,0.01
1991,Wii,2007-01-01,1.04
16404,PS2,2007-01-01,0.01
6848,DS,2007-01-01,0.24
6526,PS2,2007-01-01,0.26
14078,PS2,2007-01-01,0.04
6215,PSP,2007-01-01,0.28
1833,PS2,2007-01-01,1.11
7454,DS,2007-01-01,0.21
1322,Wii,2007-01-01,1.45
16251,DS,2007-01-01,0.01
14332,DS,2007-01-01,0.03
16558,PC,2007-01-01,0.01
13130,Wii,2007-01-01,0.05
7070,DS,2007-01-01,0.23
13619,DS,2007-01-01,0.04
13281,PSP,2007-01-01,0.05
13503,PSP,2007-01-01,0.04
16441,PS2,2007-01-01,0.01
6102,PS3,2007-01-01,0.29
1581,Wii,2007-01-01,1.26
2099,Wii,2007-01-01,0.99
16306,PSP,2007-01-01,0.01
6443,X360,2007-01-01,0.26
1408,Wii,2007-01-01,1.38
2021,Wii,2007-01-01,1.03
16433,PC,2007-01-01,0.01
2015,Wii,2007-01-01,1.03
13521,GC,2007-01-01,0.04
1746,PS3,2007-01-01,1.16
16292,GC,2007-01-01,0.01
16408,PC,2007-01-01,0.01
1743,PSP,2007-01-01,1.16
13606,Wii,2007-01-01,0.04
13254,PS2,2007-01-01,0.05
14290,DS,2007-01-01,0.03
13164,PS2,2007-01-01,0.05
13518,PSP,2007-01-01,0.04
1578,DS,2007-01-01,1.26
6206,PS2,2007-01-01,0.28
13256,DS,2007-01-01,0.05
7076,GBA,2007-01-01,0.23
16573,Wii,2007-01-01,0.01
1564,Wii,2007-01-01,1.27
6447,X360,2007-01-01,0.26
6519,PS3,2007-01-01,0.26
2009,PS3,2007-01-01,1.04
7348,X360,2007-01-01,0.21
13511,PS2,2007-01-01,0.04
14289,DS,2007-01-01,0.03
16405,DS,2007-01-01,0.01
1295,DS,2007-01-01,1.47
1956,DS,2007-01-01,1.06
1229,PSP,2007-01-01,1.52
7032,Wii,2007-01-01,0.23
16381,DS,2007-01-01,0.01
7209,PSP,2007-01-01,0.22
7234,DS,2007-01-01,0.22
1872,PSP,2007-01-01,1.09
1453,X360,2007-01-01,1.35
1177,DS,2007-01-01,1.58
16544,DS,2007-01-01,0.01
13787,PS2,2007-01-01,0.04
6883,DS,2007-01-01,0.24
1285,DS,2007-01-01,1.47
16486,Wii,2007-01-01,0.01
1890,Wii,2007-01-01,1.09
13362,DS,2007-01-01,0.05
16177,PC,2007-01-01,0.01
13753,X360,2007-01-01,0.04
6656,DS,2007-01-01,0.25
14217,PS2,2007-01-01,0.03
13793,PS3,2007-01-01,0.04
13964,DS,2007-01-01,0.04
14049,PC,2007-01-01,0.04
13874,PC,2007-01-01,0.04
6351,PS2,2007-01-01,0.27
8028,DS,2007-01-01,0.18
12957,Wii,2007-01-01,0.05
12981,DS,2007-01-01,0.05
2230,DS,2007-01-01,0.93
13007,DS,2007-01-01,0.05
7980,Wii,2007-01-01,0.19
7153,PSP,2007-01-01,0.22
1610,Wii,2007-01-01,1.23
74,DS,2007-01-01,9.02
5974,Wii,2007-01-01,0.29
13696,DS,2007-01-01,0.04
16347,PS2,2007-01-01,0.01
7237,DS,2007-01-01,0.22
70,X360,2007-01-01,9.32
5970,PS3,2007-01-01,0.29
13978,DS,2007-01-01,0.04
13749,DS,2007-01-01,0.04
1876,PS3,2007-01-01,1.09
1619,PS3,2007-01-01,1.23
6396,DS,2007-01-01,0.27
7519,PS2,2007-01-01,0.2
16517,Wii,2007-01-01,0.01
13424,DS,2007-01-01,0.05
1601,DS,2007-01-01,1.24
6680,X360,2007-01-01,0.25
16187,PC,2007-01-01,0.01
13713,PSP,2007-01-01,0.04
16590,PSP,2007-01-01,0.01
6682,Wii,2007-01-01,0.25
12969,PSP,2007-01-01,0.05
8029,PS2,2007-01-01,0.18
1662,GBA,2007-01-01,1.21
6907,X360,2007-01-01,0.24
13381,DS,2007-01-01,0.05
16352,PC,2007-01-01,0.01
6644,Wii,2007-01-01,0.25
7988,DS,2007-01-01,0.19
13386,Wii,2007-01-01,0.05
12966,DS,2007-01-01,0.05
13005,DS,2007-01-01,0.05
7187,Wii,2007-01-01,0.22
13703,PC,2007-01-01,0.04
13706,X360,2007-01-01,0.04
7986,X360,2007-01-01,0.19
12967,PSP,2007-01-01,0.05
6394,X360,2007-01-01,0.27
6354,PS2,2007-01-01,0.27
13383,Wii,2007-01-01,0.05
6336,Wii,2007-01-01,0.27
1926,X360,2007-01-01,1.07
13852,PC,2007-01-01,0.04
12999,DS,2007-01-01,0.05
6881,PSP,2007-01-01,0.24
7598,X360,2007-01-01,0.2
13788,DS,2007-01-01,0.04
14130,DS,2007-01-01,0.03
6383,X360,2007-01-01,0.27
13772,PC,2007-01-01,0.04
13035,DS,2007-01-01,0.05
13688,PSP,2007-01-01,0.04
14395,PC,2007-01-01,0.03
1586,PS3,2007-01-01,1.25
1688,PSP,2007-01-01,1.19
16390,X360,2007-01-01,0.01
13876,DS,2007-01-01,0.04
16342,DS,2007-01-01,0.01
1439,DS,2007-01-01,1.35
7201,PSP,2007-01-01,0.22
13395,X360,2007-01-01,0.05
16184,PS2,2007-01-01,0.01
13471,PS2,2007-01-01,0.04
16377,DS,2007-01-01,0.01
1440,PSP,2007-01-01,1.35
1904,PS3,2007-01-01,1.08
6045,XB,2007-01-01,0.29
14236,Wii,2007-01-01,0.03
13403,PC,2007-01-01,0.05
6418,DS,2007-01-01,0.27
1599,DS,2007-01-01,1.24
1631,Wii,2007-01-01,1.23
14009,PS3,2007-01-01,0.04
12944,X360,2007-01-01,0.05
14246,PSP,2007-01-01,0.03
14260,DS,2007-01-01,0.03
1854,DS,2007-01-01,1.1
13037,DS,2007-01-01,0.05
16354,PC,2007-01-01,0.01
5988,Wii,2007-01-01,0.29
7044,PS3,2007-01-01,0.23
7570,PS3,2007-01-01,0.2
13372,Wii,2007-01-01,0.05
13440,DS,2007-01-01,0.05
13761,PS3,2007-01-01,0.04
80,Wii,2007-01-01,8.42
1944,DS,2007-01-01,1.06
6031,PS3,2007-01-01,0.29
16483,PC,2007-01-01,0.01
13464,PS2,2007-01-01,0.04
8011,Wii,2007-01-01,0.18
1943,PS3,2007-01-01,1.06
13956,PS2,2007-01-01,0.04
16197,PS2,2007-01-01,0.01
7973,PS2,2007-01-01,0.19
13371,Wii,2007-01-01,0.05
5982,Wii,2007-01-01,0.29
7502,PS3,2007-01-01,0.2
2237,PS2,2007-01-01,0.93
16192,PS2,2007-01-01,0.01
16180,PS2,2007-01-01,0.01
13352,Wii,2007-01-01,0.05
16378,DS,2007-01-01,0.01
13021,PC,2007-01-01,0.05
13338,PC,2007-01-01,0.05
14007,PSP,2007-01-01,0.04
16510,PS2,2007-01-01,0.01
6658,X360,2007-01-01,0.25
14131,PSP,2007-01-01,0.03
15426,DS,2008-01-01,0.02
3761,Wii,2008-01-01,0.53
9396,X360,2008-01-01,0.13
11679,DS,2008-01-01,0.08
7433,PS2,2008-01-01,0.21
11698,Wii,2008-01-01,0.08
7077,Wii,2008-01-01,0.23
16409,DS,2008-01-01,0.01
9398,PSP,2008-01-01,0.13
3708,DS,2008-01-01,0.54
6790,X360,2008-01-01,0.24
3130,DS,2008-01-01,0.65
5035,PS2,2008-01-01,0.38
14961,PSP,2008-01-01,0.02
5036,PS2,2008-01-01,0.38
1540,DS,2008-01-01,1.28
13429,DS,2008-01-01,0.05
4857,PS3,2008-01-01,0.4
11894,DS,2008-01-01,0.07
5037,PS2,2008-01-01,0.38
16541,PS3,2008-01-01,0.01
1294,Wii,2008-01-01,1.47
15699,PC,2008-01-01,0.02
4226,DS,2008-01-01,0.46
15790,DS,2008-01-01,0.02
14070,DS,2008-01-01,0.04
10870,DS,2008-01-01,0.09
6464,PS2,2008-01-01,0.26
1569,DS,2008-01-01,1.26
5062,DS,2008-01-01,0.38
3179,Wii,2008-01-01,0.64
4806,PS2,2008-01-01,0.4
15232,PC,2008-01-01,0.02
6771,DS,2008-01-01,0.24
2978,PS3,2008-01-01,0.68
9466,DS,2008-01-01,0.13
4172,Wii,2008-01-01,0.47
380,DS,2008-01-01,3.48
14232,DS,2008-01-01,0.03
5059,PS2,2008-01-01,0.38
6476,PS2,2008-01-01,0.26
9147,PS3,2008-01-01,0.14
11924,PS2,2008-01-01,0.07
4808,PS2,2008-01-01,0.4
10854,DS,2008-01-01,0.09
10944,DS,2008-01-01,0.09
9469,PS3,2008-01-01,0.13
4793,PS3,2008-01-01,0.4
1273,X360,2008-01-01,1.49
1536,PS3,2008-01-01,1.29
6768,PS2,2008-01-01,0.25
10201,DS,2008-01-01,0.11
6479,DS,2008-01-01,0.26
14979,PSP,2008-01-01,0.02
14984,DS,2008-01-01,0.02
11939,DS,2008-01-01,0.07
1302,DS,2008-01-01,1.46
9137,PS2,2008-01-01,0.14
3795,Wii,2008-01-01,0.53
11934,DS,2008-01-01,0.07
4257,PS3,2008-01-01,0.46
3689,PS2,2008-01-01,0.54
9421,X360,2008-01-01,0.13
9454,PS2,2008-01-01,0.13
15396,DS,2008-01-01,0.02
11910,PSP,2008-01-01,0.07
850,PS3,2008-01-01,2.0
4248,DS,2008-01-01,0.46
11908,DS,2008-01-01,0.07
525,X360,2008-01-01,2.8
3698,Wii,2008-01-01,0.54
11660,DS,2008-01-01,0.08
14969,DS,2008-01-01,0.02
3146,PS3,2008-01-01,0.64
15428,PS2,2008-01-01,0.02
13522,DS,2008-01-01,0.04
7047,DS,2008-01-01,0.23
7545,DS,2008-01-01,0.2
11674,DS,2008-01-01,0.08
9431,X360,2008-01-01,0.13
14189,DS,2008-01-01,0.03
7079,DS,2008-01-01,0.23
1894,PS3,2008-01-01,1.08
10209,DS,2008-01-01,0.11
13829,Wii,2008-01-01,0.04
628,PS3,2008-01-01,2.45
15690,DS,2008-01-01,0.02
13416,PSP,2008-01-01,0.05
1300,X360,2008-01-01,1.46
3775,PS2,2008-01-01,0.53
15797,PC,2008-01-01,0.02
4250,DS,2008-01-01,0.46
4824,PS2,2008-01-01,0.4
6466,PC,2008-01-01,0.26
14862,Wii,2008-01-01,0.03
9158,PS2,2008-01-01,0.14
10859,Wii,2008-01-01,0.09
7420,X360,2008-01-01,0.21
15423,PC,2008-01-01,0.02
7058,Wii,2008-01-01,0.23
11703,PS3,2008-01-01,0.08
7472,Wii,2008-01-01,0.21
3078,PS3,2008-01-01,0.66
13491,DS,2008-01-01,0.04
14935,DS,2008-01-01,0.02
15211,PS2,2008-01-01,0.02
10906,PSP,2008-01-01,0.09
10886,PSP,2008-01-01,0.09
3725,DS,2008-01-01,0.54
1788,PS3,2008-01-01,1.14
7062,Wii,2008-01-01,0.23
14897,DS,2008-01-01,0.03
3024,Wii,2008-01-01,0.67
7506,PSP,2008-01-01,0.2
15213,DS,2008-01-01,0.02
10267,DS,2008-01-01,0.11
10909,Wii,2008-01-01,0.09
3081,Wii,2008-01-01,0.66
9318,DS,2008-01-01,0.14
9328,DS,2008-01-01,0.14
11855,DS,2008-01-01,0.07
9327,DS,2008-01-01,0.14
13495,DS,2008-01-01,0.04
6428,Wii,2008-01-01,0.27
1871,DS,2008-01-01,1.09
1165,X360,2008-01-01,1.59
1870,PSP,2008-01-01,1.09
16384,PC,2008-01-01,0.01
15209,PC,2008-01-01,0.02
4978,DS,2008-01-01,0.38
15764,Wii,2008-01-01,0.02
15762,DS,2008-01-01,0.02
11758,PS3,2008-01-01,0.07
15737,DS,2008-01-01,0.02
11790,DS,2008-01-01,0.07
13463,DS,2008-01-01,0.04
3025,Wii,2008-01-01,0.67
14900,DS,2008-01-01,0.03
11822,DS,2008-01-01,0.07
4948,PS3,2008-01-01,0.39
9283,Wii,2008-01-01,0.14
3038,Wii,2008-01-01,0.67
11819,DS,2008-01-01,0.07
9281,DS,2008-01-01,0.14
4949,Wii,2008-01-01,0.39
3053,PS3,2008-01-01,0.66
1287,PS3,2008-01-01,1.47
3040,PC,2008-01-01,0.67
9277,Wii,2008-01-01,0.14
636,X360,2008-01-01,2.42
1553,PS2,2008-01-01,1.27
16393,PC,2008-01-01,0.01
343,Wii,2008-01-01,3.65
11823,PSP,2008-01-01,0.07
11862,DS,2008-01-01,0.07
9262,PS3,2008-01-01,0.14
3036,Wii,2008-01-01,0.67
822,DS,2008-01-01,2.05
9296,Wii,2008-01-01,0.14
13467,Wii,2008-01-01,0.04
15411,PS2,2008-01-01,0.02
11796,X360,2008-01-01,0.07
4938,Wii,2008-01-01,0.39
4966,PS2,2008-01-01,0.39
831,Wii,2008-01-01,2.04
11836,PS2,2008-01-01,0.07
1862,Wii,2008-01-01,1.1
