,Brand,Year,Global_Sales
9802,Nintendo,2010-01-01,0.12
10804,Nintendo,2010-01-01,0.1
11308,Nintendo,2010-01-01,0.08
7012,Nintendo,2010-01-01,0.23
3420,Playstation,2010-01-01,0.59
9810,Nintendo,2010-01-01,0.12
15578,Playstation,2010-01-01,0.02
9143,Microsoft,2010-01-01,0.14
3445,Nintendo,2010-01-01,0.58
11268,Playstation,2010-01-01,0.08
4511,Nintendo,2010-01-01,0.43
3463,Microsoft,2010-01-01,0.58
3464,Nintendo,2010-01-01,0.58
15550,Playstation,2010-01-01,0.02
14040,Microsoft,2010-01-01,0.04
13687,Nintendo,2010-01-01,0.04
4484,Nintendo,2010-01-01,0.44
15549,Playstation,2010-01-01,0.02
15548,Nintendo,2010-01-01,0.02
13691,Nintendo,2010-01-01,0.04
26,Nintendo,2010-01-01,15.32
10833,PC,2010-01-01,0.09
3486,Playstation,2010-01-01,0.58
11218,Nintendo,2010-01-01,0.09
3799,Nintendo,2010-01-01,0.53
9908,Nintendo,2010-01-01,0.12
14047,Playstation,2010-01-01,0.04
4471,Nintendo,2010-01-01,0.44
9915,Nintendo,2010-01-01,0.12
4466,Nintendo,2010-01-01,0.44
3803,Microsoft,2010-01-01,0.53
9781,Playstation,2010-01-01,0.12
15552,Playstation,2010-01-01,0.02
10825,Playstation,2010-01-01,0.09
15564,Playstation,2010-01-01,0.02
6614,Nintendo,2010-01-01,0.25
9861,Nintendo,2010-01-01,0.12
11263,Playstation,2010-01-01,0.08
15563,PC,2010-01-01,0.02
4506,Nintendo,2010-01-01,0.43
9866,Microsoft,2010-01-01,0.12
9869,Nintendo,2010-01-01,0.12
10820,Microsoft,2010-01-01,0.09
9871,Playstation,2010-01-01,0.12
15388,Playstation,2010-01-01,0.02
14135,Nintendo,2010-01-01,0.03
4493,Playstation,2010-01-01,0.43
13680,Playstation,2010-01-01,0.04
9879,Microsoft,2010-01-01,0.12
10313,Nintendo,2010-01-01,0.11
9882,Microsoft,2010-01-01,0.12
1406,Playstation,2010-01-01,1.38
460,Nintendo,2010-01-01,3.04
15114,Playstation,2010-01-01,0.02
11334,Playstation,2010-01-01,0.08
10796,Nintendo,2010-01-01,0.1
3396,Playstation,2010-01-01,0.59
3316,Microsoft,2010-01-01,0.61
9675,Playstation,2010-01-01,0.12
15616,Nintendo,2010-01-01,0.02
559,Microsoft,2010-01-01,2.68
4111,Playstation,2010-01-01,0.48
558,Nintendo,2010-01-01,2.69
11421,Nintendo,2010-01-01,0.08
4648,Playstation,2010-01-01,0.42
15614,Playstation,2010-01-01,0.02
3331,Microsoft,2010-01-01,0.61
4637,Nintendo,2010-01-01,0.42
11412,Nintendo,2010-01-01,0.08
1329,Nintendo,2010-01-01,1.45
10767,Microsoft,2010-01-01,0.1
7333,Nintendo,2010-01-01,0.21
9703,Nintendo,2010-01-01,0.12
4627,Playstation,2010-01-01,0.42
4619,Nintendo,2010-01-01,0.42
9707,Nintendo,2010-01-01,0.12
4109,Nintendo,2010-01-01,0.48
3341,Playstation,2010-01-01,0.6
4656,Playstation,2010-01-01,0.42
15202,PC,2010-01-01,0.02
15624,Nintendo,2010-01-01,0.02
11454,Nintendo,2010-01-01,0.08
7353,Playstation,2010-01-01,0.21
11449,Nintendo,2010-01-01,0.08
9648,Nintendo,2010-01-01,0.13
3310,Nintendo,2010-01-01,0.61
13609,Microsoft,2010-01-01,0.04
6842,Playstation,2010-01-01,0.24
16434,Playstation,2010-01-01,0.01
15367,Nintendo,2010-01-01,0.02
4663,Playstation,2010-01-01,0.42
10389,Nintendo,2010-01-01,0.11
15621,Nintendo,2010-01-01,0.02
54,Playstation,2010-01-01,10.77
1494,Playstation,2010-01-01,1.32
11438,Nintendo,2010-01-01,0.08
4659,Playstation,2010-01-01,0.42
11433,Nintendo,2010-01-01,0.08
7343,Playstation,2010-01-01,0.21
16437,Nintendo,2010-01-01,0.01
11207,Nintendo,2010-01-01,0.09
15374,Nintendo,2010-01-01,0.02
4124,Nintendo,2010-01-01,0.48
13903,Nintendo,2010-01-01,0.04
3369,Microsoft,2010-01-01,0.6
11362,Playstation,2010-01-01,0.08
15072,Nintendo,2010-01-01,0.02
729,Microsoft,2010-01-01,2.22
4128,Nintendo,2010-01-01,0.48
9761,Microsoft,2010-01-01,0.12
3373,Playstation,2010-01-01,0.6
10347,PC,2010-01-01,0.11
3379,Playstation,2010-01-01,0.6
9774,Nintendo,2010-01-01,0.12
13643,Nintendo,2010-01-01,0.04
11346,Nintendo,2010-01-01,0.08
3388,Nintendo,2010-01-01,0.59
11342,Nintendo,2010-01-01,0.08
10344,Microsoft,2010-01-01,0.11
9779,Playstation,2010-01-01,0.12
7302,Playstation,2010-01-01,0.22
15588,Nintendo,2010-01-01,0.02
6836,Playstation,2010-01-01,0.24
6533,Microsoft,2010-01-01,0.26
15068,Nintendo,2010-01-01,0.02
9753,Nintendo,2010-01-01,0.12
15605,PC,2010-01-01,0.02
9714,Playstation,2010-01-01,0.12
10368,Nintendo,2010-01-01,0.11
4608,Microsoft,2010-01-01,0.42
9719,Nintendo,2010-01-01,0.12
557,Microsoft,2010-01-01,2.69
4596,Nintendo,2010-01-01,0.42
15600,Nintendo,2010-01-01,0.02
447,Playstation,2010-01-01,3.12
15376,Nintendo,2010-01-01,0.02
15,Microsoft,2010-01-01,21.82
6989,Microsoft,2010-01-01,0.23
15596,Microsoft,2010-01-01,0.02
11377,PC,2010-01-01,0.08
448,Microsoft,2010-01-01,3.11
13908,Nintendo,2010-01-01,0.04
6837,PC,2010-01-01,0.24
7317,Nintendo,2010-01-01,0.21
730,Microsoft,2010-01-01,2.21
13635,Nintendo,2010-01-01,0.04
13877,Nintendo,2010-01-01,0.04
3495,Nintendo,2010-01-01,0.58
15530,Nintendo,2010-01-01,0.02
11020,Nintendo,2010-01-01,0.09
517,Playstation,2010-01-01,2.83
1374,Nintendo,2010-01-01,1.41
3630,Nintendo,2010-01-01,0.55
6723,Playstation,2010-01-01,0.25
1379,Nintendo,2010-01-01,1.4
3728,Playstation,2010-01-01,0.54
11012,Nintendo,2010-01-01,0.09
4297,Playstation,2010-01-01,0.46
662,Playstation,2010-01-01,2.38
10902,Playstation,2010-01-01,0.09
13791,PC,2010-01-01,0.04
3637,Nintendo,2010-01-01,0.55
10141,Microsoft,2010-01-01,0.11
11004,Nintendo,2010-01-01,0.09
6725,Nintendo,2010-01-01,0.25
10145,Nintendo,2010-01-01,0.11
4215,Nintendo,2010-01-01,0.47
6782,Playstation,2010-01-01,0.24
4300,Microsoft,2010-01-01,0.46
10998,Nintendo,2010-01-01,0.09
4302,Nintendo,2010-01-01,0.46
11025,Nintendo,2010-01-01,0.09
14063,PC,2010-01-01,0.04
3735,Nintendo,2010-01-01,0.54
14064,Playstation,2010-01-01,0.04
10108,Nintendo,2010-01-01,0.11
15170,Nintendo,2010-01-01,0.02
514,Playstation,2010-01-01,2.84
3617,Nintendo,2010-01-01,0.56
7152,Nintendo,2010-01-01,0.22
3620,Nintendo,2010-01-01,0.56
11040,Microsoft,2010-01-01,0.09
10117,Playstation,2010-01-01,0.11
11036,Microsoft,2010-01-01,0.09
11034,Playstation,2010-01-01,0.09
15217,Playstation,2010-01-01,0.02
13777,Nintendo,2010-01-01,0.04
11031,Nintendo,2010-01-01,0.09
14090,Playstation,2010-01-01,0.04
10894,Nintendo,2010-01-01,0.09
15416,Playstation,2010-01-01,0.02
13785,PC,2010-01-01,0.04
10104,Nintendo,2010-01-01,0.11
522,Playstation,2010-01-01,2.81
6731,Playstation,2010-01-01,0.25
15434,Nintendo,2010-01-01,0.02
7101,Nintendo,2010-01-01,0.23
15433,PC,2010-01-01,0.02
7092,Playstation,2010-01-01,0.23
15198,Playstation,2010-01-01,0.02
639,Playstation,2010-01-01,2.42
4253,Nintendo,2010-01-01,0.46
7088,Nintendo,2010-01-01,0.23
10940,Playstation,2010-01-01,0.09
10919,Playstation,2010-01-01,0.09
3709,Nintendo,2010-01-01,0.54
10938,Playstation,2010-01-01,0.09
10211,Playstation,2010-01-01,0.11
3700,Playstation,2010-01-01,0.54
1571,PC,2010-01-01,1.26
6776,Nintendo,2010-01-01,0.24
10227,Playstation,2010-01-01,0.11
13831,PC,2010-01-01,0.04
10928,Microsoft,2010-01-01,0.09
15194,Nintendo,2010-01-01,0.02
4286,Nintendo,2010-01-01,0.46
10955,Nintendo,2010-01-01,0.09
6748,Playstation,2010-01-01,0.25
10990,Nintendo,2010-01-01,0.09
6735,Nintendo,2010-01-01,0.25
3652,Nintendo,2010-01-01,0.55
31,Microsoft,2010-01-01,14.64
13805,Nintendo,2010-01-01,0.04
13843,Playstation,2010-01-01,0.04
7118,Nintendo,2010-01-01,0.23
13807,Nintendo,2010-01-01,0.04
13841,Playstation,2010-01-01,0.04
13810,Nintendo,2010-01-01,0.04
3714,Nintendo,2010-01-01,0.54
3670,Playstation,2010-01-01,0.55
3673,Microsoft,2010-01-01,0.55
10182,Nintendo,2010-01-01,0.11
7111,Nintendo,2010-01-01,0.23
10964,Nintendo,2010-01-01,0.09
3677,Playstation,2010-01-01,0.55
3681,Microsoft,2010-01-01,0.55
651,Microsoft,2010-01-01,2.39
15192,Playstation,2010-01-01,0.02
3303,Microsoft,2010-01-01,0.61
7156,Nintendo,2010-01-01,0.22
10099,Nintendo,2010-01-01,0.11
14051,PC,2010-01-01,0.04
3526,PC,2010-01-01,0.57
15131,PC,2010-01-01,0.02
7207,Nintendo,2010-01-01,0.22
7203,Nintendo,2010-01-01,0.22
3536,Nintendo,2010-01-01,0.57
11152,Nintendo,2010-01-01,0.09
13728,Nintendo,2010-01-01,0.04
40,Playstation,2010-01-01,12.73
9987,Nintendo,2010-01-01,0.12
16501,PC,2010-01-01,0.01
3784,Playstation,2010-01-01,0.53
682,Nintendo,2010-01-01,2.32
627,Nintendo,2010-01-01,2.46
15148,Playstation,2010-01-01,0.02
11136,Nintendo,2010-01-01,0.09
13863,Playstation,2010-01-01,0.04
10001,Nintendo,2010-01-01,0.11
13736,Nintendo,2010-01-01,0.04
15130,Playstation,2010-01-01,0.02
13737,Nintendo,2010-01-01,0.04
1654,Playstation,2010-01-01,1.21
7037,Nintendo,2010-01-01,0.23
3498,Nintendo,2010-01-01,0.58
11201,Playstation,2010-01-01,0.09
14123,PC,2010-01-01,0.03
15237,Nintendo,2010-01-01,0.02
1355,Playstation,2010-01-01,1.42
6640,Playstation,2010-01-01,0.25
3798,Nintendo,2010-01-01,0.53
4455,Playstation,2010-01-01,0.44
15123,Playstation,2010-01-01,0.02
16487,Playstation,2010-01-01,0.01
477,Playstation,2010-01-01,2.97
9942,Playstation,2010-01-01,0.12
9943,Nintendo,2010-01-01,0.12
9946,PC,2010-01-01,0.12
10841,Playstation,2010-01-01,0.09
4169,Nintendo,2010-01-01,0.47
13711,Playstation,2010-01-01,0.04
13712,Nintendo,2010-01-01,0.04
3518,Playstation,2010-01-01,0.57
15524,Nintendo,2010-01-01,0.02
14062,Nintendo,2010-01-01,0.04
4390,Microsoft,2010-01-01,0.45
4382,Playstation,2010-01-01,0.45
7177,Playstation,2010-01-01,0.22
4347,Playstation,2010-01-01,0.45
10068,Playstation,2010-01-01,0.11
1612,Playstation,2010-01-01,1.23
13756,Nintendo,2010-01-01,0.04
10073,Playstation,2010-01-01,0.11
1367,Nintendo,2010-01-01,1.41
10074,Microsoft,2010-01-01,0.11
6694,Nintendo,2010-01-01,0.25
15478,Playstation,2010-01-01,0.02
4182,Nintendo,2010-01-01,0.47
15224,Playstation,2010-01-01,0.02
15404,Playstation,2010-01-01,0.02
4192,PC,2010-01-01,0.47
671,Nintendo,2010-01-01,2.35
10275,Nintendo,2010-01-01,0.11
7163,Playstation,2010-01-01,0.22
15407,Nintendo,2010-01-01,0.02
15463,Playstation,2010-01-01,0.02
3587,Nintendo,2010-01-01,0.56
1633,Playstation,2010-01-01,1.22
10061,Nintendo,2010-01-01,0.11
14107,Nintendo,2010-01-01,0.03
10014,Playstation,2010-01-01,0.11
15500,Playstation,2010-01-01,0.02
11120,Nintendo,2010-01-01,0.09
7049,Playstation,2010-01-01,0.23
11114,Nintendo,2010-01-01,0.09
7183,Nintendo,2010-01-01,0.22
11111,Microsoft,2010-01-01,0.09
10039,Nintendo,2010-01-01,0.11
11107,Nintendo,2010-01-01,0.09
14060,Nintendo,2010-01-01,0.04
11105,Nintendo,2010-01-01,0.09
3764,Playstation,2010-01-01,0.53
679,Microsoft,2010-01-01,2.33
10867,Playstation,2010-01-01,0.09
11100,Nintendo,2010-01-01,0.09
15226,Nintendo,2010-01-01,0.02
10052,Playstation,2010-01-01,0.11
10869,Microsoft,2010-01-01,0.09
14109,Playstation,2010-01-01,0.03
10059,Nintendo,2010-01-01,0.11
9642,Playstation,2010-01-01,0.13
11431,Nintendo,2010-01-01,0.08
1741,PC,2010-01-01,1.16
15736,Microsoft,2010-01-01,0.02
6424,Playstation,2010-01-01,0.27
11752,Nintendo,2010-01-01,0.07
9332,Nintendo,2010-01-01,0.13
15324,Nintendo,2010-01-01,0.02
14941,Nintendo,2010-01-01,0.02
9336,Playstation,2010-01-01,0.13
11745,Playstation,2010-01-01,0.07
3084,Playstation,2010-01-01,0.66
7471,Playstation,2010-01-01,0.21
807,Playstation,2010-01-01,2.08
11741,Nintendo,2010-01-01,0.07
1846,Playstation,2010-01-01,1.11
13963,Nintendo,2010-01-01,0.04
804,Playstation,2010-01-01,2.08
7460,Microsoft,2010-01-01,0.21
13961,Playstation,2010-01-01,0.04
9363,Nintendo,2010-01-01,0.13
809,Playstation,2010-01-01,2.07
9317,Nintendo,2010-01-01,0.14
11762,Playstation,2010-01-01,0.07
13485,Nintendo,2010-01-01,0.04
7496,Nintendo,2010-01-01,0.2
14922,Playstation,2010-01-01,0.02
4923,Microsoft,2010-01-01,0.39
1855,Playstation,2010-01-01,1.1
10643,PC,2010-01-01,0.1
15744,Playstation,2010-01-01,0.02
9306,Microsoft,2010-01-01,0.14
815,Microsoft,2010-01-01,2.06
16392,Playstation,2010-01-01,0.01
6000,Nintendo,2010-01-01,0.29
814,Playstation,2010-01-01,2.06
3073,PC,2010-01-01,0.66
3074,Playstation,2010-01-01,0.66
62,Microsoft,2010-01-01,9.88
9312,Nintendo,2010-01-01,0.14
13480,Nintendo,2010-01-01,0.04
3076,Playstation,2010-01-01,0.66
15741,PC,2010-01-01,0.02
4029,Microsoft,2010-01-01,0.49
7458,Microsoft,2010-01-01,0.21
15725,PC,2010-01-01,0.02
14949,Microsoft,2010-01-01,0.02
15724,Playstation,2010-01-01,0.02
373,Microsoft,2010-01-01,3.5
13605,Nintendo,2010-01-01,0.04
9404,Nintendo,2010-01-01,0.13
3131,Playstation,2010-01-01,0.65
14960,PC,2010-01-01,0.02
4850,Microsoft,2010-01-01,0.4
4047,Nintendo,2010-01-01,0.49
7443,Nintendo,2010-01-01,0.21
15701,Playstation,2010-01-01,0.02
4839,PC,2010-01-01,0.4
794,Microsoft,2010-01-01,2.09
9424,Nintendo,2010-01-01,0.13
3143,Microsoft,2010-01-01,0.64
7440,Playstation,2010-01-01,0.21
3911,Playstation,2010-01-01,0.51
14970,Nintendo,2010-01-01,0.02
11666,Microsoft,2010-01-01,0.08
4048,PC,2010-01-01,0.49
9433,Nintendo,2010-01-01,0.13
4866,Playstation,2010-01-01,0.4
14921,Playstation,2010-01-01,0.02
4867,PC,2010-01-01,0.4
6442,Nintendo,2010-01-01,0.26
366,Microsoft,2010-01-01,3.53
15719,Playstation,2010-01-01,0.02
15718,Nintendo,2010-01-01,0.02
4875,Microsoft,2010-01-01,0.4
6929,Nintendo,2010-01-01,0.24
9380,Nintendo,2010-01-01,0.13
10504,Nintendo,2010-01-01,0.1
6436,Playstation,2010-01-01,0.27
9387,Microsoft,2010-01-01,0.13
3919,Playstation,2010-01-01,0.51
15710,Nintendo,2010-01-01,0.02
10493,Microsoft,2010-01-01,0.1
3124,Nintendo,2010-01-01,0.65
10490,Playstation,2010-01-01,0.1
799,PC,2010-01-01,2.08
4870,Nintendo,2010-01-01,0.4
798,Playstation,2010-01-01,2.09
14956,Playstation,2010-01-01,0.02
1293,Microsoft,2010-01-01,1.47
11697,Nintendo,2010-01-01,0.08
7439,Nintendo,2010-01-01,0.21
9298,Nintendo,2010-01-01,0.14
13466,Nintendo,2010-01-01,0.04
11889,Nintendo,2010-01-01,0.07
1887,Playstation,2010-01-01,1.09
9200,Microsoft,2010-01-01,0.14
3993,Playstation,2010-01-01,0.5
15297,Playstation,2010-01-01,0.02
13437,Playstation,2010-01-01,0.05
15778,Playstation,2010-01-01,0.02
6388,Playstation,2010-01-01,0.27
587,Nintendo,2010-01-01,2.6
9205,Playstation,2010-01-01,0.14
4997,Playstation,2010-01-01,0.38
1442,Microsoft,2010-01-01,1.35
14888,Nintendo,2010-01-01,0.03
16382,Playstation,2010-01-01,0.01
10603,Nintendo,2010-01-01,0.1
10604,Nintendo,2010-01-01,0.1
11869,Nintendo,2010-01-01,0.07
3014,Nintendo,2010-01-01,0.67
11879,Playstation,2010-01-01,0.07
68,Nintendo,2010-01-01,9.52
5023,Playstation,2010-01-01,0.38
1888,Nintendo,2010-01-01,1.09
11925,Nintendo,2010-01-01,0.07
313,Playstation,2010-01-01,3.87
6379,Nintendo,2010-01-01,0.27
2988,Nintendo,2010-01-01,0.68
1892,Microsoft,2010-01-01,1.09
9159,Nintendo,2010-01-01,0.14
9161,Microsoft,2010-01-01,0.14
3982,Nintendo,2010-01-01,0.5
5040,Playstation,2010-01-01,0.38
7547,Playstation,2010-01-01,0.2
5039,Playstation,2010-01-01,0.38
6899,Nintendo,2010-01-01,0.24
6904,Nintendo,2010-01-01,0.24
15308,Nintendo,2010-01-01,0.02
15789,PC,2010-01-01,0.02
10592,Playstation,2010-01-01,0.1
14871,Playstation,2010-01-01,0.03
9183,Microsoft,2010-01-01,0.14
3971,Nintendo,2010-01-01,0.5
10558,Nintendo,2010-01-01,0.1
15770,Playstation,2010-01-01,0.02
3019,Nintendo,2010-01-01,0.67
15768,Nintendo,2010-01-01,0.02
3037,Nintendo,2010-01-01,0.67
9265,Playstation,2010-01-01,0.14
13966,Microsoft,2010-01-01,0.04
3039,Nintendo,2010-01-01,0.67
582,Microsoft,2010-01-01,2.62
9268,Nintendo,2010-01-01,0.14
3043,Nintendo,2010-01-01,0.67
10517,Playstation,2010-01-01,0.1
16385,Microsoft,2010-01-01,0.01
10516,Nintendo,2010-01-01,0.1
3048,PC,2010-01-01,0.67
11809,Nintendo,2010-01-01,0.07
6408,Nintendo,2010-01-01,0.27
3928,Nintendo,2010-01-01,0.51
15286,Microsoft,2010-01-01,0.02
9289,PC,2010-01-01,0.14
15747,Nintendo,2010-01-01,0.02
7501,Nintendo,2010-01-01,0.2
4941,Nintendo,2010-01-01,0.39
13456,Nintendo,2010-01-01,0.04
9295,Nintendo,2010-01-01,0.14
10527,Nintendo,2010-01-01,0.1
15759,Nintendo,2010-01-01,0.02
11860,Nintendo,2010-01-01,0.07
11859,Nintendo,2010-01-01,0.07
11857,Playstation,2010-01-01,0.07
11856,Nintendo,2010-01-01,0.07
9229,Nintendo,2010-01-01,0.14
10614,Playstation,2010-01-01,0.1
15765,Microsoft,2010-01-01,0.02
11849,Nintendo,2010-01-01,0.07
9240,Playstation,2010-01-01,0.14
7517,Microsoft,2010-01-01,0.2
15318,Playstation,2010-01-01,0.02
10625,Microsoft,2010-01-01,0.1
9245,Nintendo,2010-01-01,0.14
9248,Nintendo,2010-01-01,0.14
9253,PC,2010-01-01,0.14
6400,Microsoft,2010-01-01,0.27
11833,Playstation,2010-01-01,0.07
1436,Playstation,2010-01-01,1.35
3033,Microsoft,2010-01-01,0.67
10628,Microsoft,2010-01-01,0.1
4833,Microsoft,2010-01-01,0.4
9403,Playstation,2010-01-01,0.13
1822,Playstation,2010-01-01,1.12
9549,Playstation,2010-01-01,0.13
6484,Nintendo,2010-01-01,0.26
4742,Playstation,2010-01-01,0.41
15263,Nintendo,2010-01-01,0.02
14014,Nintendo,2010-01-01,0.04
9553,Nintendo,2010-01-01,0.13
11545,Playstation,2010-01-01,0.08
9560,Nintendo,2010-01-01,0.13
1477,Microsoft,2010-01-01,1.33
14015,Playstation,2010-01-01,0.04
9563,Nintendo,2010-01-01,0.13
15654,PC,2010-01-01,0.02
6960,Nintendo,2010-01-01,0.23
3241,Microsoft,2010-01-01,0.62
3242,Playstation,2010-01-01,0.62
15649,Nintendo,2010-01-01,0.02
10718,Nintendo,2010-01-01,0.1
15017,PC,2010-01-01,0.02
4737,Microsoft,2010-01-01,0.41
10709,Microsoft,2010-01-01,0.1
9547,PC,2010-01-01,0.13
4745,Nintendo,2010-01-01,0.41
10701,Nintendo,2010-01-01,0.1
11577,Playstation,2010-01-01,0.08
11576,Nintendo,2010-01-01,0.08
6959,Nintendo,2010-01-01,0.23
9517,PC,2010-01-01,0.13
4758,Microsoft,2010-01-01,0.41
3884,Playstation,2010-01-01,0.51
10449,Nintendo,2010-01-01,0.1
9521,Playstation,2010-01-01,0.13
9523,Microsoft,2010-01-01,0.13
4752,Playstation,2010-01-01,0.41
771,Nintendo,2010-01-01,2.12
9530,Nintendo,2010-01-01,0.13
4751,Playstation,2010-01-01,0.41
9532,Nintendo,2010-01-01,0.13
10706,Microsoft,2010-01-01,0.1
6933,Playstation,2010-01-01,0.24
7400,Nintendo,2010-01-01,0.21
3883,Playstation,2010-01-01,0.51
1767,Playstation,2010-01-01,1.15
15022,Playstation,2010-01-01,0.02
13574,Nintendo,2010-01-01,0.04
1481,Nintendo,2010-01-01,1.33
4100,Microsoft,2010-01-01,0.48
427,Microsoft,2010-01-01,3.19
4691,Playstation,2010-01-01,0.41
7365,Microsoft,2010-01-01,0.21
10745,Nintendo,2010-01-01,0.1
11477,Playstation,2010-01-01,0.08
10399,Playstation,2010-01-01,0.11
3852,Nintendo,2010-01-01,0.52
3291,Nintendo,2010-01-01,0.61
6844,Nintendo,2010-01-01,0.24
3295,Nintendo,2010-01-01,0.61
430,Playstation,2010-01-01,3.17
15364,Nintendo,2010-01-01,0.02
6512,Microsoft,2010-01-01,0.26
11468,Nintendo,2010-01-01,0.08
11466,PC,2010-01-01,0.08
4685,Playstation,2010-01-01,0.41
14030,Nintendo,2010-01-01,0.04
3301,Nintendo,2010-01-01,0.61
9615,Nintendo,2010-01-01,0.13
11578,Nintendo,2010-01-01,0.08
15041,Playstation,2010-01-01,0.02
6503,Nintendo,2010-01-01,0.26
752,Microsoft,2010-01-01,2.17
6501,Nintendo,2010-01-01,0.26
7375,Microsoft,2010-01-01,0.21
3262,Nintendo,2010-01-01,0.62
15031,PC,2010-01-01,0.02
11507,Playstation,2010-01-01,0.08
13581,Playstation,2010-01-01,0.04
10426,Nintendo,2010-01-01,0.1
10424,Playstation,2010-01-01,0.1
4708,Playstation,2010-01-01,0.41
11503,Nintendo,2010-01-01,0.08
1420,Playstation,2010-01-01,1.37
6850,Nintendo,2010-01-01,0.24
11500,Playstation,2010-01-01,0.08
6973,Nintendo,2010-01-01,0.23
15034,Microsoft,2010-01-01,0.02
1756,Microsoft,2010-01-01,1.16
1418,Nintendo,2010-01-01,1.37
10412,Playstation,2010-01-01,0.11
10407,Playstation,2010-01-01,0.11
773,Nintendo,2010-01-01,2.12
9539,Microsoft,2010-01-01,0.13
6953,Nintendo,2010-01-01,0.23
11629,Playstation,2010-01-01,0.08
10679,Playstation,2010-01-01,0.1
10470,Nintendo,2010-01-01,0.1
14980,Nintendo,2010-01-01,0.02
3183,Nintendo,2010-01-01,0.63
1467,Microsoft,2010-01-01,1.33
14981,PC,2010-01-01,0.02
9515,Nintendo,2010-01-01,0.13
6475,Playstation,2010-01-01,0.26
13537,PC,2010-01-01,0.04
11613,Playstation,2010-01-01,0.08
9488,Microsoft,2010-01-01,0.13
9489,Playstation,2010-01-01,0.13
4785,Nintendo,2010-01-01,0.4
11608,Nintendo,2010-01-01,0.08
9470,Nintendo,2010-01-01,0.13
15277,Playstation,2010-01-01,0.02
6941,Nintendo,2010-01-01,0.24
1820,Microsoft,2010-01-01,1.12
11661,Nintendo,2010-01-01,0.08
6451,Nintendo,2010-01-01,0.26
9439,Nintendo,2010-01-01,0.13
6452,Playstation,2010-01-01,0.26
3163,Playstation,2010-01-01,0.64
3909,Microsoft,2010-01-01,0.51
9441,Playstation,2010-01-01,0.13
11607,Nintendo,2010-01-01,0.08
4823,Playstation,2010-01-01,0.4
3169,Playstation,2010-01-01,0.64
15694,Nintendo,2010-01-01,0.02
15688,Nintendo,2010-01-01,0.02
3173,Playstation,2010-01-01,0.64
9456,Playstation,2010-01-01,0.13
379,Microsoft,2010-01-01,3.48
11637,Nintendo,2010-01-01,0.08
6457,Playstation,2010-01-01,0.26
13538,Playstation,2010-01-01,0.04
10927,Nintendo,2010-01-01,0.09
10692,PC,2010-01-01,0.1
3205,Nintendo,2010-01-01,0.63
15273,Nintendo,2010-01-01,0.02
10460,Playstation,2010-01-01,0.1
10456,Nintendo,2010-01-01,0.1
14992,Playstation,2010-01-01,0.02
6482,Nintendo,2010-01-01,0.26
13542,Nintendo,2010-01-01,0.04
4763,Playstation,2010-01-01,0.41
15669,Playstation,2010-01-01,0.02
1802,Playstation,2010-01-01,1.13
781,Nintendo,2010-01-01,2.11
13548,Nintendo,2010-01-01,0.04
3211,Nintendo,2010-01-01,0.63
11584,Playstation,2010-01-01,0.08
598,Nintendo,2010-01-01,2.57
7402,Playstation,2010-01-01,0.21
6950,PC,2011-01-01,0.24
1515,Playstation,2011-01-01,1.3
13839,PC,2011-01-01,0.04
6979,Microsoft,2011-01-01,0.23
6820,Playstation,2011-01-01,0.24
6976,Playstation,2011-01-01,0.23
6808,Playstation,2011-01-01,0.24
6014,Playstation,2011-01-01,0.29
6980,Nintendo,2011-01-01,0.23
7069,Nintendo,2011-01-01,0.23
6945,Nintendo,2011-01-01,0.24
140,Microsoft,2011-01-01,6.24
7930,PC,2011-01-01,0.19
13983,PC,2011-01-01,0.04
6004,Nintendo,2011-01-01,0.29
1454,Playstation,2011-01-01,1.35
1392,Playstation,2011-01-01,1.39
2193,Nintendo,2011-01-01,0.95
13069,Nintendo,2011-01-01,0.05
14006,Playstation,2011-01-01,0.04
6898,Microsoft,2011-01-01,0.24
7052,Playstation,2011-01-01,0.23
7073,Nintendo,2011-01-01,0.23
6032,PC,2011-01-01,0.29
16585,PC,2011-01-01,0.01
14391,Nintendo,2011-01-01,0.03
7944,Microsoft,2011-01-01,0.19
6983,Playstation,2011-01-01,0.23
14371,PC,2011-01-01,0.03
16536,PC,2011-01-01,0.01
16543,PC,2011-01-01,0.01
7992,Playstation,2011-01-01,0.19
6800,Nintendo,2011-01-01,0.24
6052,Microsoft,2011-01-01,0.29
7990,Microsoft,2011-01-01,0.19
2155,Nintendo,2011-01-01,0.96
1398,Microsoft,2011-01-01,1.39
6876,Nintendo,2011-01-01,0.24
16545,PC,2011-01-01,0.01
13932,Playstation,2011-01-01,0.04
2168,PC,2011-01-01,0.96
16578,Nintendo,2011-01-01,0.01
13064,Playstation,2011-01-01,0.05
1450,Microsoft,2011-01-01,1.35
14404,PC,2011-01-01,0.03
6997,Playstation,2011-01-01,0.23
1434,Playstation,2011-01-01,1.35
6927,Microsoft,2011-01-01,0.24
7043,Nintendo,2011-01-01,0.23
13945,PC,2011-01-01,0.04
7935,Nintendo,2011-01-01,0.19
7995,Playstation,2011-01-01,0.19
7958,Nintendo,2011-01-01,0.19
2180,Nintendo,2011-01-01,0.95
2186,Playstation,2011-01-01,0.95
14065,Nintendo,2011-01-01,0.04
13890,Nintendo,2011-01-01,0.04
6783,Nintendo,2011-01-01,0.24
14013,Playstation,2011-01-01,0.04
14016,Nintendo,2011-01-01,0.04
6917,PC,2011-01-01,0.24
