,Brand,Year,Global_Sales
8759,SEGA,1996-01-01,0.15
14355,Playstation,1996-01-01,0.03
9606,Playstation,1996-01-01,0.13
3274,SEGA,1996-01-01,0.62
14190,Playstation,1996-01-01,0.03
1323,Nintendo,1996-01-01,1.45
2181,Playstation,1996-01-01,0.95
8810,Nintendo,1996-01-01,0.15
4864,Playstation,1996-01-01,0.4
6046,Playstation,1996-01-01,0.29
14902,Playstation,1996-01-01,0.03
7644,Nintendo,1996-01-01,0.2
11624,Playstation,1996-01-01,0.08
1382,Playstation,1996-01-01,1.4
9508,SEGA,1996-01-01,0.13
5272,Nintendo,1996-01-01,0.35
10606,SEGA,1996-01-01,0.1
6300,Playstation,1996-01-01,0.27
7823,Nintendo,1996-01-01,0.19
13144,Playstation,1996-01-01,0.05
7859,Nintendo,1996-01-01,0.19
4002,Nintendo,1996-01-01,0.5
14518,Playstation,1996-01-01,0.03
6253,SEGA,1996-01-01,0.28
14592,Playstation,1996-01-01,0.03
7757,Nintendo,1996-01-01,0.19
16373,Playstation,1996-01-01,0.01
12007,Playstation,1996-01-01,0.07
14556,NEC,1996-01-01,0.03
7863,Nintendo,1996-01-01,0.19
1232,Playstation,1996-01-01,1.52
5338,SEGA,1996-01-01,0.35
1336,Nintendo,1996-01-01,1.44
2832,Playstation,1996-01-01,0.72
2256,Playstation,1996-01-01,0.92
7022,SEGA,1996-01-01,0.23
8089,Playstation,1996-01-01,0.18
4007,Playstation,1996-01-01,0.5
7957,Playstation,1996-01-01,0.19
11840,Playstation,1996-01-01,0.07
7790,Nintendo,1996-01-01,0.19
2200,Playstation,1996-01-01,0.94
2071,Playstation,1996-01-01,1.0
4753,Playstation,1996-01-01,0.41
6270,Playstation,1996-01-01,0.27
3240,Playstation,1996-01-01,0.62
900,Playstation,1996-01-01,1.92
14874,Playstation,1996-01-01,0.03
46,Nintendo,1996-01-01,11.89
6051,Playstation,1996-01-01,0.29
7827,Playstation,1996-01-01,0.19
946,Playstation,1996-01-01,1.83
5995,SEGA,1996-01-01,0.29
8717,Playstation,1996-01-01,0.15
14475,Playstation,1996-01-01,0.03
5909,Playstation,1996-01-01,0.3
6096,Playstation,1996-01-01,0.29
7745,Playstation,1996-01-01,0.19
8712,Playstation,1996-01-01,0.16
14317,SEGA,1996-01-01,0.03
63,Nintendo,1996-01-01,9.87
10583,Playstation,1996-01-01,0.1
2157,Nintendo,1996-01-01,0.96
9673,Playstation,1996-01-01,0.12
3915,Playstation,1996-01-01,0.51
14245,Playstation,1996-01-01,0.03
7655,Playstation,1996-01-01,0.2
14858,SEGA,1996-01-01,0.03
11957,Playstation,1996-01-01,0.07
5432,Playstation,1996-01-01,0.34
7797,Playstation,1996-01-01,0.19
116,Playstation,1996-01-01,6.82
7784,Nintendo,1996-01-01,0.19
1499,Playstation,1996-01-01,1.31
13715,SEGA,1996-01-01,0.04
6698,Playstation,1996-01-01,0.25
4431,Playstation,1996-01-01,0.44
6458,Playstation,1996-01-01,0.26
13280,Playstation,1996-01-01,0.05
15301,Playstation,1996-01-01,0.02
9963,Playstation,1996-01-01,0.12
6462,Playstation,1996-01-01,0.26
8371,Nintendo,1996-01-01,0.17
3485,Nintendo,1996-01-01,0.58
7421,SEGA,1996-01-01,0.21
3684,Playstation,1996-01-01,0.55
574,Nintendo,1996-01-01,2.65
10959,Playstation,1996-01-01,0.09
7419,Playstation,1996-01-01,0.21
5611,Playstation,1996-01-01,0.32
11202,Nintendo,1996-01-01,0.09
1645,Playstation,1996-01-01,1.22
2366,Playstation,1996-01-01,0.88
194,PC,1996-01-01,5.12
15289,SEGA,1996-01-01,0.02
6750,Playstation,1996-01-01,0.25
6751,Playstation,1996-01-01,0.25
4449,Playstation,1996-01-01,0.44
12649,SEGA,1996-01-01,0.06
1996,Playstation,1996-01-01,1.04
372,Nintendo,1996-01-01,3.51
11261,SEGA,1996-01-01,0.08
12633,Playstation,1996-01-01,0.06
631,Playstation,1996-01-01,2.44
5042,SEGA,1996-01-01,0.38
1819,Nintendo,1996-01-01,1.12
9038,Playstation,1996-01-01,0.14
9959,Playstation,1996-01-01,0.12
10736,Playstation,1996-01-01,0.1
10214,SEGA,1996-01-01,0.11
1589,Playstation,1996-01-01,1.25
10918,Playstation,1996-01-01,0.09
5731,Playstation,1996-01-01,0.31
4262,Playstation,1996-01-01,0.46
3819,Nintendo,1996-01-01,0.53
10338,Playstation,1996-01-01,0.11
8375,Playstation,1996-01-01,0.17
7624,Nintendo,1996-01-01,0.2
3665,Playstation,1996-01-01,0.55
15648,Playstation,1996-01-01,0.02
4,Nintendo,1996-01-01,31.37
2502,Playstation,1996-01-01,0.83
11046,Nintendo,1996-01-01,0.09
511,PC,1996-01-01,2.85
2354,Playstation,1996-01-01,0.88
1718,Playstation,1996-01-01,1.17
6522,Nintendo,1996-01-01,0.26
4316,Nintendo,1996-01-01,0.45
11054,Playstation,1996-01-01,0.09
12787,NEOGEO,1996-01-01,0.06
8407,Playstation,1996-01-01,0.17
1732,Playstation,1996-01-01,1.17
10773,Playstation,1996-01-01,0.1
1735,Playstation,1996-01-01,1.17
8592,Nintendo,1996-01-01,0.16
229,Playstation,1996-01-01,4.63
484,Nintendo,1996-01-01,2.94
7320,Playstation,1996-01-01,0.21
2514,Nintendo,1996-01-01,0.82
3640,Playstation,1996-01-01,0.55
8301,Playstation,1996-01-01,0.17
6568,SEGA,1996-01-01,0.26
10755,Playstation,1996-01-01,0.1
8426,Nintendo,1996-01-01,0.17
13350,Playstation,1996-01-01,0.05
8421,Nintendo,1996-01-01,0.17
12809,Playstation,1996-01-01,0.06
12500,Playstation,1996-01-01,0.06
8955,Playstation,1996-01-01,0.15
201,Playstation,1996-01-01,5.05
4148,Playstation,1996-01-01,0.47
4399,Playstation,1996-01-01,0.45
12764,Playstation,1996-01-01,0.06
7120,Nintendo,1996-01-01,0.23
11162,Playstation,1996-01-01,0.09
1974,Nintendo,1996-01-01,1.05
8388,Playstation,1996-01-01,0.17
532,Playstation,1996-01-01,2.79
1972,Playstation,1996-01-01,1.05
3647,SEGA,1996-01-01,0.55
7383,Playstation,1996-01-01,0.21
5681,Nintendo,1996-01-01,0.32
13673,Nintendo,1996-01-01,0.04
4450,Nintendo,1996-01-01,0.44
6604,SEGA,1996-01-01,0.26
646,Playstation,1996-01-01,2.4
9215,Playstation,1996-01-01,0.14
9843,Playstation,1996-01-01,0.12
7589,Playstation,1996-01-01,0.2
13415,SEGA,1996-01-01,0.05
11383,Playstation,1996-01-01,0.08
11378,Playstation,1996-01-01,0.08
325,Playstation,1996-01-01,3.77
2687,Playstation,1996-01-01,0.76
9190,Playstation,1996-01-01,0.14
5816,Nintendo,1996-01-01,0.31
8251,Playstation,1996-01-01,0.17
2389,Playstation,1996-01-01,0.87
4214,Playstation,1996-01-01,0.47
152,Playstation,1996-01-01,5.74
13498,Playstation,1996-01-01,0.04
1495,Playstation,1996-01-01,1.32
7084,Nintendo,1996-01-01,0.23
7576,SEGA,1996-01-01,0.2
4507,SEGA,1996-01-01,0.43
293,Playstation,1996-01-01,4.05
3759,Playstation,1996-01-01,0.53
13909,Playstation,1996-01-01,0.04
5829,SEGA,1996-01-01,0.3
4540,Playstation,1996-01-01,0.43
9756,Nintendo,1996-01-01,0.12
10281,SEGA,1996-01-01,0.11
12180,Playstation,1996-01-01,0.07
6786,Playstation,1996-01-01,0.24
14029,Playstation,1996-01-01,0.04
13216,SEGA,1996-01-01,0.05
11474,SEGA,1996-01-01,0.08
12217,Nintendo,1996-01-01,0.07
6655,Playstation,1996-01-01,0.25
5168,SEGA,1996-01-01,0.36
6322,Nintendo,1996-01-01,0.27
7225,Nintendo,1996-01-01,0.22
12240,Playstation,1996-01-01,0.07
4979,Playstation,1996-01-01,0.38
3777,Playstation,1996-01-01,0.53
8684,Playstation,1996-01-01,0.16
762,Nintendo,1996-01-01,2.14
7188,Playstation,1996-01-01,0.22
5445,Playstation,1996-01-01,0.33
5551,Playstation,1996-01-01,0.33
1428,Nintendo,1996-01-01,1.36
13907,Playstation,1996-01-01,0.04
13914,NEOGEO,1996-01-01,0.04
10229,SEGA,1996-01-01,0.11
7235,Playstation,1996-01-01,0.22
2435,Playstation,1996-01-01,0.85
10708,SEGA,1996-01-01,0.1
2661,Playstation,1996-01-01,0.77
8660,Playstation,1996-01-01,0.16
7552,SEGA,1996-01-01,0.2
3885,Playstation,1996-01-01,0.51
5030,Playstation,1996-01-01,0.38
12844,Playstation,1996-01-01,0.05
672,Nintendo,1996-01-01,2.35
15168,Nintendo,1996-01-01,0.02
6897,Nintendo,1996-01-01,0.24
15185,SEGA,1996-01-01,0.02
6410,Playstation,1996-01-01,0.27
13478,Playstation,1996-01-01,0.04
8662,Playstation,1996-01-01,0.16
10093,SEGA,1996-01-01,0.11
2022,PC,1996-01-01,1.03
13241,Nintendo,1996-01-01,0.05
9886,Playstation,1996-01-01,0.12
15760,Playstation,1996-01-01,0.02
2296,Nintendo,1996-01-01,0.9
4481,SEGA,1996-01-01,0.44
9185,Playstation,1996-01-01,0.14
1754,Playstation,1997-01-01,1.16
8442,SEGA,1997-01-01,0.17
13443,Playstation,1997-01-01,0.05
5201,Playstation,1997-01-01,0.36
5637,Playstation,1997-01-01,0.32
13512,Playstation,1997-01-01,0.04
12740,Playstation,1997-01-01,0.06
9493,SEGA,1997-01-01,0.13
5549,Playstation,1997-01-01,0.33
5205,Nintendo,1997-01-01,0.36
2948,Playstation,1997-01-01,0.69
2492,Playstation,1997-01-01,0.83
5154,Nintendo,1997-01-01,0.37
8449,Nintendo,1997-01-01,0.17
12654,Playstation,1997-01-01,0.06
8809,SEGA,1997-01-01,0.15
14452,Playstation,1997-01-01,0.03
2441,Playstation,1997-01-01,0.85
5189,Playstation,1997-01-01,0.36
1886,Playstation,1997-01-01,1.09
2419,Nintendo,1997-01-01,0.86
8789,SEGA,1997-01-01,0.15
9010,Playstation,1997-01-01,0.14
1954,Nintendo,1997-01-01,1.06
5377,Playstation,1997-01-01,0.34
4810,Playstation,1997-01-01,0.4
1780,Playstation,1997-01-01,1.15
5630,Nintendo,1997-01-01,0.32
1852,Playstation,1997-01-01,1.1
9058,Playstation,1997-01-01,0.14
2982,Playstation,1997-01-01,0.68
5599,Playstation,1997-01-01,0.32
5612,Playstation,1997-01-01,0.32
6030,Nintendo,1997-01-01,0.29
2975,Playstation,1997-01-01,0.68
5206,Nintendo,1997-01-01,0.36
4794,Nintendo,1997-01-01,0.4
2384,Playstation,1997-01-01,0.87
5200,Nintendo,1997-01-01,0.36
8817,Playstation,1997-01-01,0.15
9031,Playstation,1997-01-01,0.14
5194,Playstation,1997-01-01,0.36
8580,Playstation,1997-01-01,0.16
1747,Playstation,1997-01-01,1.16
1928,Playstation,1997-01-01,1.07
7907,Playstation,1997-01-01,0.19
13363,Nintendo,1997-01-01,0.05
2050,Playstation,1997-01-01,1.01
9097,Playstation,1997-01-01,0.14
1520,Playstation,1997-01-01,1.3
5784,Playstation,1997-01-01,0.31
8093,Playstation,1997-01-01,0.18
5778,SEGA,1997-01-01,0.31
5939,Playstation,1997-01-01,0.3
2641,Playstation,1997-01-01,0.78
4893,Playstation,1997-01-01,0.39
9169,Playstation,1997-01-01,0.14
1551,Playstation,1997-01-01,1.27
9181,SEGA,1997-01-01,0.14
8297,Playstation,1997-01-01,0.17
12843,Playstation,1997-01-01,0.05
8718,Playstation,1997-01-01,0.15
2001,Nintendo,1997-01-01,1.04
9166,Playstation,1997-01-01,0.14
2249,Playstation,1997-01-01,0.92
12051,Playstation,1997-01-01,0.07
9376,Playstation,1997-01-01,0.13
8051,Playstation,1997-01-01,0.18
12937,Playstation,1997-01-01,0.05
1326,Nintendo,1997-01-01,1.45
13900,Playstation,1997-01-01,0.04
12098,SEGA,1997-01-01,0.07
13912,Playstation,1997-01-01,0.04
9294,Playstation,1997-01-01,0.14
5892,Playstation,1997-01-01,0.3
2794,Playstation,1997-01-01,0.73
12174,Playstation,1997-01-01,0.07
12210,Playstation,1997-01-01,0.07
5896,Nintendo,1997-01-01,0.3
5857,Playstation,1997-01-01,0.3
8904,SEGA,1997-01-01,0.15
2746,Playstation,1997-01-01,0.75
1437,Playstation,1997-01-01,1.35
2742,Nintendo,1997-01-01,0.75
2056,Playstation,1997-01-01,1.0
12116,Playstation,1997-01-01,0.07
1451,Playstation,1997-01-01,1.35
4984,Playstation,1997-01-01,0.38
2035,Playstation,1997-01-01,1.02
12114,Playstation,1997-01-01,0.07
12301,Playstation,1997-01-01,0.06
2062,Nintendo,1997-01-01,1.0
5261,Playstation,1997-01-01,0.36
1492,Playstation,1997-01-01,1.32
13827,Playstation,1997-01-01,0.04
13114,Nintendo,1997-01-01,0.05
13824,Playstation,1997-01-01,0.04
2885,Nintendo,1997-01-01,0.71
1248,Playstation,1997-01-01,1.51
5406,Playstation,1997-01-01,0.34
4827,Nintendo,1997-01-01,0.4
2339,Playstation,1997-01-01,0.89
12803,SEGA,1997-01-01,0.06
8864,Nintendo,1997-01-01,0.15
1686,Playstation,1997-01-01,1.19
1230,Playstation,1997-01-01,1.52
11981,Nintendo,1997-01-01,0.07
5998,Playstation,1997-01-01,0.29
12796,Playstation,1997-01-01,0.06
12511,SEGA,1997-01-01,0.06
8863,Nintendo,1997-01-01,0.15
1226,Playstation,1997-01-01,1.53
5671,Playstation,1997-01-01,0.32
8966,Playstation,1997-01-01,0.15
5670,Playstation,1997-01-01,0.32
5659,Playstation,1997-01-01,0.32
5091,Playstation,1997-01-01,0.37
1728,Nintendo,1997-01-01,1.17
7993,Playstation,1997-01-01,0.19
1250,Playstation,1997-01-01,1.51
2568,Playstation,1997-01-01,0.8
1663,Playstation,1997-01-01,1.21
5736,Playstation,1997-01-01,0.31
1604,Playstation,1997-01-01,1.24
2892,Playstation,1997-01-01,0.71
1993,Playstation,1997-01-01,1.04
2604,Playstation,1997-01-01,0.79
12029,Playstation,1997-01-01,0.07
1280,Nintendo,1997-01-01,1.48
9148,Playstation,1997-01-01,0.14
5703,Playstation,1997-01-01,0.31
1635,Playstation,1997-01-01,1.22
1636,Nintendo,1997-01-01,1.22
8019,SEGA,1997-01-01,0.18
9412,SEGA,1997-01-01,0.13
8940,Playstation,1997-01-01,0.15
9420,Playstation,1997-01-01,0.13
1642,Playstation,1997-01-01,1.22
1643,Playstation,1997-01-01,1.22
9133,Playstation,1997-01-01,0.14
9130,Playstation,1997-01-01,0.14
2916,Playstation,1997-01-01,0.7
4829,Nintendo,1997-01-01,0.4
5753,Nintendo,1997-01-01,0.31
8552,Nintendo,1997-01-01,0.16
7861,Nintendo,1997-01-01,0.19
6342,Nintendo,1997-01-01,0.27
851,Playstation,1997-01-01,1.99
9738,Playstation,1997-01-01,0.12
6275,Playstation,1997-01-01,0.27
7075,Playstation,1997-01-01,0.23
6288,Playstation,1997-01-01,0.27
7091,Playstation,1997-01-01,0.23
4567,SEGA,1997-01-01,0.42
4561,Playstation,1997-01-01,0.43
11475,Nintendo,1997-01-01,0.08
7617,Nintendo,1997-01-01,0.2
791,Playstation,1997-01-01,2.09
11469,Playstation,1997-01-01,0.08
4592,Playstation,1997-01-01,0.42
3309,Playstation,1997-01-01,0.61
7597,Playstation,1997-01-01,0.2
15027,Playstation,1997-01-01,0.02
178,Playstation,1997-01-01,5.24
6755,Playstation,1997-01-01,0.25
4532,Nintendo,1997-01-01,0.43
7104,Playstation,1997-01-01,0.23
3357,SEGA,1997-01-01,0.6
15074,Playstation,1997-01-01,0.02
3361,Nintendo,1997-01-01,0.6
715,Playstation,1997-01-01,2.25
3389,Playstation,1997-01-01,0.59
10749,Playstation,1997-01-01,0.1
14995,Playstation,1997-01-01,0.02
213,Nintendo,1997-01-01,4.88
11524,SEGA,1997-01-01,0.08
4600,SEGA,1997-01-01,0.42
9656,Playstation,1997-01-01,0.13
84,Nintendo,1997-01-01,8.09
7767,Playstation,1997-01-01,0.19
9659,SEGA,1997-01-01,0.12
10636,Nintendo,1997-01-01,0.1
10637,Nintendo,1997-01-01,0.1
7014,Nintendo,1997-01-01,0.23
9682,Playstation,1997-01-01,0.12
95,Playstation,1997-01-01,7.58
6816,Playstation,1997-01-01,0.24
11631,SEGA,1997-01-01,0.08
6815,Playstation,1997-01-01,0.24
3244,Playstation,1997-01-01,0.62
3185,Playstation,1997-01-01,0.63
6217,SEGA,1997-01-01,0.28
10659,Playstation,1997-01-01,0.1
14786,Playstation,1997-01-01,0.03
14804,Playstation,1997-01-01,0.03
9716,Playstation,1997-01-01,0.12
6787,Playstation,1997-01-01,0.24
3226,Playstation,1997-01-01,0.63
882,Playstation,1997-01-01,1.94
10675,Playstation,1997-01-01,0.1
3899,Playstation,1997-01-01,0.51
11544,Playstation,1997-01-01,0.08
6254,Playstation,1997-01-01,0.28
927,Nintendo,1997-01-01,1.86
4666,Playstation,1997-01-01,0.42
7127,Playstation,1997-01-01,0.23
694,PC,1997-01-01,2.29
296,Nintendo,1997-01-01,4.03
4190,Nintendo,1997-01-01,0.47
10861,Playstation,1997-01-01,0.09
7411,Nintendo,1997-01-01,0.21
10265,SEGA,1997-01-01,0.11
10257,Playstation,1997-01-01,0.11
3533,Nintendo,1997-01-01,0.57
527,Playstation,1997-01-01,2.79
10247,SEGA,1997-01-01,0.11
510,Nintendo,1997-01-01,2.85
10221,Nintendo,1997-01-01,0.11
359,Playstation,1997-01-01,3.56
6467,Playstation,1997-01-01,0.26
362,Playstation,1997-01-01,3.54
15515,Playstation,1997-01-01,0.02
10219,Nintendo,1997-01-01,0.11
7332,SEGA,1997-01-01,0.21
10082,Playstation,1997-01-01,0.11
7329,SEGA,1997-01-01,0.21
7326,SEGA,1997-01-01,0.21
11058,Playstation,1997-01-01,0.09
15540,Playstation,1997-01-01,0.02
6560,SEGA,1997-01-01,0.26
10176,Playstation,1997-01-01,0.11
6585,SEGA,1997-01-01,0.26
10982,Playstation,1997-01-01,0.09
7262,Nintendo,1997-01-01,0.22
704,Playstation,1997-01-01,2.28
7424,Playstation,1997-01-01,0.21
6673,Playstation,1997-01-01,0.25
3412,Nintendo,1997-01-01,0.59
10769,Playstation,1997-01-01,0.1
7146,Nintendo,1997-01-01,0.22
684,Playstation,1997-01-01,2.32
10314,Playstation,1997-01-01,0.11
10795,Playstation,1997-01-01,0.1
4452,Nintendo,1997-01-01,0.44
3444,Playstation,1997-01-01,0.58
648,PC,1997-01-01,2.4
15207,Playstation,1997-01-01,0.02
635,PC,1997-01-01,2.43
630,Playstation,1997-01-01,2.45
4187,Nintendo,1997-01-01,0.47
9947,SEGA,1997-01-01,0.12
10311,SEGA,1997-01-01,0.11
4438,Playstation,1997-01-01,0.44
6439,Playstation,1997-01-01,0.27
3465,Nintendo,1997-01-01,0.58
6691,Nintendo,1997-01-01,0.25
6689,Nintendo,1997-01-01,0.25
6688,Nintendo,1997-01-01,0.25
6687,Nintendo,1997-01-01,0.25
278,Playstation,1997-01-01,4.16
281,PC,1997-01-01,4.12
3800,Playstation,1997-01-01,0.53
11227,Playstation,1997-01-01,0.09
11246,Playstation,1997-01-01,0.09
14715,Playstation,1997-01-01,0.03
3667,SEGA,1997-01-01,0.55
52,Playstation,1997-01-01,10.95
9510,SEGA,1997-01-01,0.13
4050,SEGA,1997-01-01,0.49
11753,Playstation,1997-01-01,0.07
11842,Playstation,1997-01-01,0.07
10618,SEGA,1997-01-01,0.1
6110,Playstation,1997-01-01,0.28
3987,Playstation,1997-01-01,0.5
4725,Playstation,1997-01-01,0.41
14537,Playstation,1997-01-01,0.03
16379,PC,1997-01-01,0.01
66,Playstation,1997-01-01,9.72
16436,PC,1997-01-01,0.01
9618,SEGA,1997-01-01,0.13
1077,Playstation,1997-01-01,1.68
3946,Playstation,1997-01-01,0.51
4734,Playstation,1997-01-01,0.41
7860,Nintendo,1997-01-01,0.19
1074,Playstation,1997-01-01,1.68
4045,Nintendo,1997-01-01,0.49
11784,SEGA,1997-01-01,0.07
1064,Nintendo,1997-01-01,1.69
7862,Nintendo,1997-01-01,0.19
2618,Nintendo,1998-01-01,0.79
14431,Playstation,1998-01-01,0.03
8319,Playstation,1998-01-01,0.17
11673,Playstation,1998-01-01,0.08
11814,Playstation,1998-01-01,0.07
8581,Nintendo,1998-01-01,0.16
6690,Nintendo,1998-01-01,0.25
1579,Playstation,1998-01-01,1.26
1065,Playstation,1998-01-01,1.69
1577,Playstation,1998-01-01,1.26
5512,Playstation,1998-01-01,0.33
622,Playstation,1998-01-01,2.48
7467,Playstation,1998-01-01,0.21
6878,Playstation,1998-01-01,0.24
1572,Playstation,1998-01-01,1.26
12394,Playstation,1998-01-01,0.06
5737,Playstation,1998-01-01,0.31
6686,Nintendo,1998-01-01,0.25
1596,Playstation,1998-01-01,1.25
4186,Nintendo,1998-01-01,0.47
9964,Playstation,1998-01-01,0.12
11217,Playstation,1998-01-01,0.09
7186,Playstation,1998-01-01,0.22
13744,Nintendo,1998-01-01,0.04
11832,Playstation,1998-01-01,0.07
3480,Playstation,1998-01-01,0.58
1622,Playstation,1998-01-01,1.23
6450,SEGA,1998-01-01,0.26
2394,Playstation,1998-01-01,0.87
10822,Playstation,1998-01-01,0.09
3474,Playstation,1998-01-01,0.58
5718,Playstation,1998-01-01,0.31
9962,SEGA,1998-01-01,0.12
13755,Playstation,1998-01-01,0.04
9155,Nintendo,1998-01-01,0.14
3471,Playstation,1998-01-01,0.58
1911,Playstation,1998-01-01,1.08
13079,Playstation,1998-01-01,0.05
3467,Nintendo,1998-01-01,0.58
5047,Playstation,1998-01-01,0.38
3466,Nintendo,1998-01-01,0.58
5754,Nintendo,1998-01-01,0.31
1937,Playstation,1998-01-01,1.06
5756,Nintendo,1998-01-01,0.31
12324,SEGA,1998-01-01,0.06
6719,Playstation,1998-01-01,0.25
5791,Playstation,1998-01-01,0.31
7840,Playstation,1998-01-01,0.19
3847,Playstation,1998-01-01,0.52
5796,Playstation,1998-01-01,0.31
10757,Playstation,1998-01-01,0.1
15134,PC,1998-01-01,0.02
13315,Playstation,1998-01-01,0.05
3399,Playstation,1998-01-01,0.59
8773,Playstation,1998-01-01,0.15
7123,Playstation,1998-01-01,0.23
3391,Playstation,1998-01-01,0.59
4149,Nintendo,1998-01-01,0.47
9876,Playstation,1998-01-01,0.12
2958,Playstation,1998-01-01,0.69
3370,Playstation,1998-01-01,0.6
11363,SEGA,1998-01-01,0.08
205,Playstation,1998-01-01,5.0
3366,Playstation,1998-01-01,0.6
1489,Playstation,1998-01-01,1.32
5017,Playstation,1998-01-01,0.38
3072,Playstation,1998-01-01,0.66
3058,Playstation,1998-01-01,0.66
6700,Playstation,1998-01-01,0.25
2655,Playstation,1998-01-01,0.78
9912,Playstation,1998-01-01,0.12
5509,Nintendo,1998-01-01,0.33
637,SEGA,1998-01-01,2.42
30,Nintendo,1998-01-01,14.64
642,Playstation,1998-01-01,2.41
6412,Playstation,1998-01-01,0.27
5334,Playstation,1998-01-01,0.35
659,Nintendo,1998-01-01,2.38
11280,Playstation,1998-01-01,0.08
12354,Playstation,1998-01-01,0.06
9573,Playstation,1998-01-01,0.13
6704,SEGA,1998-01-01,0.25
6706,SEGA,1998-01-01,0.25
14405,SEGA,1998-01-01,0.03
673,Nintendo,1998-01-01,2.35
1945,Playstation,1998-01-01,1.06
12779,Playstation,1998-01-01,0.06
13859,Playstation,1998-01-01,0.04
11298,Playstation,1998-01-01,0.08
6389,Playstation,1998-01-01,0.27
8590,Nintendo,1998-01-01,0.16
8277,SEGA,1998-01-01,0.17
1953,Nintendo,1998-01-01,1.06
5782,Playstation,1998-01-01,0.31
13008,Playstation,1998-01-01,0.05
4188,Nintendo,1998-01-01,0.47
15346,SEGA,1998-01-01,0.02
6913,Playstation,1998-01-01,0.24
11049,Nintendo,1998-01-01,0.09
10913,SEGA,1998-01-01,0.09
6887,Playstation,1998-01-01,0.24
10085,SEGA,1998-01-01,0.11
2993,Playstation,1998-01-01,0.68
5593,Nintendo,1998-01-01,0.32
3718,Nintendo,1998-01-01,0.54
9095,Playstation,1998-01-01,0.14
2992,Playstation,1998-01-01,0.68
3013,Playstation,1998-01-01,0.67
6609,Playstation,1998-01-01,0.25
11048,Nintendo,1998-01-01,0.09
13066,Playstation,1998-01-01,0.05
1731,Playstation,1998-01-01,1.17
9017,Playstation,1998-01-01,0.14
3722,Playstation,1998-01-01,0.54
6611,SEGA,1998-01-01,0.25
14515,Playstation,1998-01-01,0.03
4338,Playstation,1998-01-01,0.45
3021,Playstation,1998-01-01,0.67
4340,Playstation,1998-01-01,0.45
13497,Playstation,1998-01-01,0.04
4754,Playstation,1998-01-01,0.41
504,Playstation,1998-01-01,2.87
1138,Playstation,1998-01-01,1.62
8397,Playstation,1998-01-01,0.17
11045,Nintendo,1998-01-01,0.09
11024,Playstation,1998-01-01,0.09
1790,Nintendo,1998-01-01,1.14
14494,Nintendo,1998-01-01,0.03
3672,SEGA,1998-01-01,0.55
1785,Playstation,1998-01-01,1.14
14492,Nintendo,1998-01-01,0.03
6575,Playstation,1998-01-01,0.26
400,Playstation,1998-01-01,3.34
13553,Playstation,1998-01-01,0.04
10984,Playstation,1998-01-01,0.09
1779,Playstation,1998-01-01,1.15
397,Playstation,1998-01-01,3.36
5152,SEGA,1998-01-01,0.37
10988,SEGA,1998-01-01,0.09
15628,Playstation,1998-01-01,0.02
388,Playstation,1998-01-01,3.42
13570,Playstation,1998-01-01,0.04
6566,Playstation,1998-01-01,0.26
442,Playstation,1998-01-01,3.12
2491,Playstation,1998-01-01,0.83
5120,Playstation,1998-01-01,0.37
9067,SEGA,1998-01-01,0.14
10215,Playstation,1998-01-01,0.11
2501,Playstation,1998-01-01,0.83
3627,Playstation,1998-01-01,0.55
1810,Playstation,1998-01-01,1.13
12514,Nintendo,1998-01-01,0.06
7245,Playstation,1998-01-01,0.22
10051,Playstation,1998-01-01,0.11
15791,Playstation,1998-01-01,0.02
6638,Playstation,1998-01-01,0.25
8384,Playstation,1998-01-01,0.17
13710,Nintendo,1998-01-01,0.04
7864,Nintendo,1998-01-01,0.19
554,Nintendo,1998-01-01,2.7
12680,Playstation,1998-01-01,0.06
9122,Playstation,1998-01-01,0.14
1878,Playstation,1998-01-01,1.09
7413,Nintendo,1998-01-01,0.21
5695,Playstation,1998-01-01,0.32
13707,Playstation,1998-01-01,0.04
11192,Playstation,1998-01-01,0.09
10858,Playstation,1998-01-01,0.09
10853,SEGA,1998-01-01,0.09
9125,Playstation,1998-01-01,0.14
1647,Playstation,1998-01-01,1.22
2420,Playstation,1998-01-01,0.86
567,Playstation,1998-01-01,2.67
12694,SEGA,1998-01-01,0.06
1152,Nintendo,1998-01-01,1.6
8248,Playstation,1998-01-01,0.17
11834,Playstation,1998-01-01,0.07
9969,Playstation,1998-01-01,0.12
12466,SEGA,1998-01-01,0.06
8522,Playstation,1998-01-01,0.16
1868,Playstation,1998-01-01,1.1
8521,Playstation,1998-01-01,0.16
15473,Playstation,1998-01-01,0.02
1143,Nintendo,1998-01-01,1.61
10878,SEGA,1998-01-01,0.09
7241,Playstation,1998-01-01,0.22
4353,Playstation,1998-01-01,0.45
341,Nintendo,1998-01-01,3.65
12513,Nintendo,1998-01-01,0.06
12512,Nintendo,1998-01-01,0.06
335,Nintendo,1998-01-01,3.7
4364,Nintendo,1998-01-01,0.45
1694,Nintendo,1998-01-01,1.19
11915,Playstation,1998-01-01,0.07
2553,Playstation,1998-01-01,0.81
12510,Nintendo,1998-01-01,0.06
10021,SEGA,1998-01-01,0.11
12509,Nintendo,1998-01-01,0.06
12508,Nintendo,1998-01-01,0.06
5349,Playstation,1998-01-01,0.34
529,Playstation,1998-01-01,2.79
2557,Playstation,1998-01-01,0.81
13695,Playstation,1998-01-01,0.04
1860,Nintendo,1998-01-01,1.1
12506,Nintendo,1998-01-01,0.06
